id,event_type,event_cause,latitude,longitude,requires_road_closure,priority,corridor,zone,duration_minutes,hour,day_of_week,is_weekend,police_station
FKID002276,unplanned,vehicle_breakdown,12.9684836,77.5874438,False,High,Mysore Road,,63.3,1.0,2.0,0,Halasuru Gate
FKID002277,unplanned,vehicle_breakdown,12.9971793,77.5957187,False,Low,Non-corridor,,40.7,23.0,1.0,0,R.T. Nagar
FKID002278,unplanned,vehicle_breakdown,12.9648556,77.5860566,False,High,Mysore Road,,5.0,1.0,2.0,0,Halasuru Gate
FKID002279,unplanned,vehicle_breakdown,12.997643,77.5695705,False,Low,Non-corridor,,40.7,1.0,4.0,0,Malleshwaram
FKID002280,unplanned,vehicle_breakdown,12.9227833,77.6003476,False,High,Bannerghata Road,,40.7,1.0,4.0,0,Mico Layout
FKID002281,unplanned,vehicle_breakdown,12.9209907,77.6663196,False,High,ORR East 1,,40.7,2.0,2.0,0,Bellandur
FKID002282,unplanned,procession,13.0561108,77.632872,False,High,Hennur Main Road,,36.5,1.0,2.0,0,Hennuru
FKID002283,unplanned,vehicle_breakdown,12.916946,77.5871065,False,Low,Non-corridor,,111.6,4.0,4.0,0,Jayanagara
FKID002284,unplanned,others,12.9559471,77.7290451,False,High,Varthur Road,,99.1,5.0,4.0,0,Whitefield
FKID002285,unplanned,vehicle_breakdown,13.0622879,77.6333968,False,High,Hennur Main Road,,46.4,5.0,4.0,0,Hennuru
FKID002286,unplanned,tree_fall,12.9250715,77.6375839,False,Low,Non-corridor,,16.4,3.0,2.0,0,Adugodi
FKID002287,unplanned,vehicle_breakdown,12.9879187,77.5741471,False,Low,Non-corridor,,48.2,7.0,4.0,0,Sheshadripuram
FKID002288,unplanned,vehicle_breakdown,13.0410972,77.6169798,False,High,ORR North 1,,40.7,6.0,4.0,0,Hennuru
FKID002289,unplanned,others,13.0041989,77.6629544,False,High,ORR North 1,,452.1,8.0,4.0,0,Banaswadi
FKID002290,unplanned,congestion,13.0413173,77.6214906,False,High,Hennur Main Road,,71.5,4.0,4.0,0,Hennuru
FKID002291,unplanned,vehicle_breakdown,13.0469513,77.5010307,False,Low,Non-corridor,,23.1,7.0,4.0,0,Peenya
FKID002292,unplanned,procession,12.9896925,77.5019422,False,High,Magadi Road,,36.5,6.0,4.0,0,Kamakshipalya
FKID002293,unplanned,vehicle_breakdown,12.9775143,77.608447,False,High,Old Madras Road,,10.7,9.0,4.0,0,Shivajinagar
FKID002294,unplanned,vehicle_breakdown,13.08313,77.5938833,False,High,Bellary Road 2,,61.8,10.0,4.0,0,Yelahanka
FKID002295,unplanned,vehicle_breakdown,12.96044159,77.64359885,True,High,Old Airport Road,,40.7,12.0,4.0,0,Jeevanbheemanagar
FKID002296,unplanned,congestion,13.044388,77.5830485,False,High,ORR North 2,,71.5,4.0,4.0,0,Kodigehalli
FKID002297,unplanned,vehicle_breakdown,13.0166922,77.6606649,False,High,ORR North 1,,40.7,4.0,4.0,0,Banaswadi
FKID002298,unplanned,accident,12.96035278,77.64401022,False,High,Old Airport Road,,40.0,13.0,4.0,0,Jeevanbheemanagar
FKID002299,unplanned,congestion,13.0445894,77.582909,False,High,ORR North 2,,71.5,4.0,2.0,0,Kodigehalli
FKID002300,unplanned,vehicle_breakdown,12.9673232,77.7493808,False,Low,Non-corridor,,40.7,11.0,4.0,0,Whitefield
FKID002301,unplanned,vehicle_breakdown,12.9250539,77.6180915,False,High,Hosur Road,,90.0,19.0,4.0,0,Madiwala
FKID002302,unplanned,vehicle_breakdown,13.0334217,77.5890136,False,High,Bellary Road 1,,40.7,5.0,2.0,0,Hebbala
FKID002303,unplanned,vehicle_breakdown,12.9014646,77.6323309,False,High,Hosur Road,,40.7,20.0,4.0,0,HSR Layout
FKID002304,unplanned,vehicle_breakdown,12.9664716,77.5949491,False,High,Mysore Road,,44.6,4.0,2.0,0,Halasuru Gate
FKID002305,unplanned,pot_holes,12.9970068,77.5502223,False,High,West of Chord Road,,1440.0,5.0,2.0,0,Vijayanagara
FKID002306,unplanned,vehicle_breakdown,13.0316423,77.6307164,False,High,ORR North 1,,40.7,20.0,4.0,0,Hennuru
FKID002307,unplanned,pot_holes,12.9970695,77.5502774,False,High,West of Chord Road,,1440.0,5.0,2.0,0,Vijayanagara
FKID002308,unplanned,vehicle_breakdown,12.9655901,77.6195322,False,Low,Non-corridor,,102.4,21.0,4.0,0,Halasur
FKID002309,unplanned,others,12.9225895,77.6192286,False,High,Hosur Road,,330.2,20.0,4.0,0,Madiwala
FKID002310,unplanned,construction,12.96941313,77.70096937,False,High,ORR East 2,,1440.0,21.0,4.0,0,HAL Old Airport
FKID002311,unplanned,tree_fall,13.0298298,77.5386426,False,High,Tumkur Road,,240.0,5.0,2.0,0,Yeshwanthpura
FKID002312,unplanned,construction,13.0248346,77.5824579,True,High,Bellary Road 1,,1440.0,21.0,4.0,0,Kodigehalli
FKID002313,unplanned,vehicle_breakdown,13.01658,77.5565783,False,High,Tumkur Road,,40.7,3.0,2.0,0,Yeshwanthpura
FKID002314,unplanned,vehicle_breakdown,13.1904705,77.6456599,False,High,Bellary Road 2,,40.7,5.0,2.0,0,Chikkajala
FKID002315,unplanned,pot_holes,13.1501366,77.6196567,False,High,Bellary Road 2,,1440.0,5.0,2.0,0,Chikkajala
FKID002316,unplanned,vehicle_breakdown,13.0405183,77.5443817,False,High,ORR North 2,,83.0,22.0,4.0,0,Jalahalli
FKID002317,unplanned,vehicle_breakdown,13.0145783,77.5850567,True,High,Bellary Road 1,,40.7,21.0,4.0,0,R.T. Nagar
FKID002318,unplanned,vehicle_breakdown,12.9062581,77.5733253,False,High,ORR West 1,,40.7,3.0,2.0,0,J.P. Nagar
FKID002319,unplanned,vehicle_breakdown,13.0503119,77.5929248,False,High,Bellary Road 1,,40.7,5.0,2.0,0,Kodigehalli
FKID002320,planned,construction,12.9695205,77.7005879,False,High,ORR East 2,,1440.0,2.0,5.0,1,HAL Old Airport
FKID002321,unplanned,vehicle_breakdown,12.9528879,77.5410156,False,High,Mysore Road,,18.0,2.0,5.0,1,Byatarayanapura
FKID002322,unplanned,vehicle_breakdown,13.0673117,77.4496254,False,Low,Non-corridor,,40.7,0.0,5.0,1,No Police Station
FKID002323,unplanned,vehicle_breakdown,13.0343959,77.5303187,False,High,Tumkur Road,,40.7,23.0,4.0,0,Yeshwanthpura
FKID002324,unplanned,vehicle_breakdown,12.984355,77.5539533,False,Low,Non-corridor,,40.7,23.0,4.0,0,Rajajinagar
FKID002325,unplanned,tree_fall,12.9768265,77.5983612,True,High,CBD 2,,732.1,2.0,5.0,1,Cubbon Park
FKID002326,unplanned,vehicle_breakdown,12.9861017,77.6457067,False,High,Old Madras Road,,40.7,2.0,5.0,1,Banaswadi
FKID002327,unplanned,vehicle_breakdown,12.9929454,77.5952517,False,Low,Non-corridor,,120.1,3.0,5.0,1,High ground
FKID002328,unplanned,vehicle_breakdown,13.0712314,77.4423253,False,Low,Non-corridor,,40.7,0.0,5.0,1,No Police Station
FKID002329,unplanned,vehicle_breakdown,12.9080608,77.6924291,False,Low,Non-corridor,,40.7,0.0,5.0,1,Bellandur
FKID002330,unplanned,others,13.0412733,77.6152267,False,High,ORR North 1,,1440.0,6.0,2.0,0,Hennuru
FKID002331,unplanned,accident,13.1033967,77.60037,False,High,Bellary Road 2,,40.0,5.0,2.0,0,Yelahanka
FKID002332,unplanned,vehicle_breakdown,12.9743412,77.549272,False,High,West of Chord Road,,40.7,5.0,5.0,1,Magadi Road
FKID002333,unplanned,vehicle_breakdown,12.9898458,77.5026764,False,High,Magadi Road,,15.7,4.0,5.0,1,Kamakshipalya
FKID002334,unplanned,vehicle_breakdown,12.9687152,77.7011103,False,High,ORR East 2,,18.8,6.0,2.0,0,HAL Old Airport
FKID002335,unplanned,vehicle_breakdown,13.0723917,77.5927483,False,High,Bellary Road 2,,26.7,4.0,5.0,1,Yelahanka
FKID002336,unplanned,vehicle_breakdown,12.9609423,77.6382014,False,High,Old Airport Road,,27.2,3.0,5.0,1,Halasur
FKID002337,planned,construction,12.964045,77.5882867,False,High,Mysore Road,,1440.0,5.0,5.0,1,Halasuru Gate
FKID002338,unplanned,others,12.9612975,77.5335061,False,High,West of Chord Road,,452.1,7.0,2.0,0,Vijayanagara
FKID002339,unplanned,others,12.9613042,77.533498,False,High,West of Chord Road,,452.1,7.0,2.0,0,Vijayanagara
FKID002340,unplanned,tree_fall,13.0101317,77.7002983,False,Low,Non-corridor,,1440.0,4.0,5.0,1,K.R. Pura
FKID002341,unplanned,vehicle_breakdown,12.9668653,77.5051417,False,Low,Non-corridor,,40.7,4.0,5.0,1,Jnanabharathi
FKID002342,unplanned,congestion,13.0413309,77.6224083,False,High,Hennur Main Road,,71.5,4.0,5.0,1,Hennuru
FKID002343,unplanned,others,12.9613234,77.533513,False,High,West of Chord Road,,452.1,7.0,2.0,0,Vijayanagara
FKID002344,unplanned,vehicle_breakdown,12.9763157,77.5990705,False,High,Old Madras Road,,40.7,5.0,5.0,1,Cubbon Park
FKID002345,unplanned,road_conditions,13.0088816,77.6964241,False,Low,Non-corridor,,1440.0,6.0,5.0,1,K.R. Pura
FKID002346,unplanned,pot_holes,12.9274715,77.6211811,False,High,IRR(Thanisandra road),,1440.0,5.0,5.0,1,Adugodi
FKID002347,unplanned,pot_holes,12.9832471,77.5960489,False,High,CBD 2,,1440.0,7.0,2.0,0,Cubbon Park
FKID002348,unplanned,pot_holes,12.9832244,77.5960152,False,High,CBD 2,,5.0,7.0,2.0,0,Cubbon Park
FKID002349,unplanned,vehicle_breakdown,12.989118,77.5082493,False,High,Magadi Road,,32.3,8.0,2.0,0,Kamakshipalya
FKID002350,unplanned,vehicle_breakdown,12.9933993,77.5742441,False,Low,Non-corridor,,72.8,5.0,5.0,1,Sheshadripuram
FKID002351,unplanned,vehicle_breakdown,12.9752109,77.5869675,False,Low,Non-corridor,,107.5,6.0,5.0,1,Halasuru Gate
FKID002352,unplanned,vehicle_breakdown,13.109253,77.6039911,False,High,Bellary Road 2,,40.7,7.0,5.0,1,Yelahanka
FKID002353,planned,construction,12.9608586,77.7477127,False,Low,Non-corridor,,1440.0,12.0,2.0,0,Whitefield
FKID002354,planned,construction,12.98425609,77.58240759,True,Low,Non-corridor,Central Zone 2,1440.0,,,0,High ground
FKID002355,unplanned,accident,13.0199222,77.5345337,False,Low,Non-corridor,,40.0,9.0,5.0,1,Rajajinagar
FKID002356,unplanned,congestion,13.0445014,77.5829582,False,High,ORR North 2,,71.5,6.0,5.0,1,Kodigehalli
FKID002357,unplanned,vehicle_breakdown,13.1102841,77.5802353,False,Low,Non-corridor,,40.7,6.0,5.0,1,Yelahanka
FKID002358,unplanned,vehicle_breakdown,13.177818,77.6368573,False,High,Bellary Road 2,,40.7,8.0,5.0,1,Chikkajala
FKID002359,unplanned,construction,12.9694637,77.700664,False,High,ORR East 2,,1440.0,19.0,5.0,1,HAL Old Airport
FKID002360,unplanned,vehicle_breakdown,12.9774011,77.6269206,False,High,Old Madras Road,,55.2,18.0,5.0,1,Halasur
FKID002361,unplanned,others,12.9697236,77.7005968,False,High,ORR East 2,,452.1,19.0,5.0,1,HAL Old Airport
FKID002362,unplanned,vehicle_breakdown,13.0508036,77.4912695,False,Low,Non-corridor,,40.7,19.0,5.0,1,No Police Station
FKID002363,unplanned,others,12.94750702,77.53336802,False,High,Mysore Road,,303.0,18.0,5.0,1,Byatarayanapura
FKID002364,unplanned,vehicle_breakdown,13.0586995,77.4680397,False,Low,Non-corridor,,40.7,20.0,5.0,1,No Police Station
FKID002365,unplanned,vehicle_breakdown,12.9260949,77.676568,False,High,ORR East 1,,40.7,18.0,2.0,0,Bellandur
FKID002366,unplanned,vehicle_breakdown,12.987823,77.512435,False,High,Magadi Road,,86.6,21.0,5.0,1,Kamakshipalya
FKID002367,unplanned,vehicle_breakdown,12.9566617,77.5495833,False,High,Mysore Road,,78.1,19.0,2.0,0,Byatarayanapura
FKID002368,unplanned,accident,12.9973228,77.6641514,False,High,ORR North 1,,34.2,19.0,2.0,0,Banaswadi
FKID002369,unplanned,vehicle_breakdown,12.9842805,77.6416475,False,High,Old Madras Road,,40.7,18.0,5.0,1,Jeevanbheemanagar
FKID002370,unplanned,vehicle_breakdown,13.0427284,77.5979712,False,High,ORR North 1,,22.9,20.0,5.0,1,Hebbala
FKID002371,unplanned,vehicle_breakdown,12.9600092,77.556583,False,High,Mysore Road,,40.7,21.0,5.0,1,Chamarajpet
FKID002372,unplanned,vehicle_breakdown,13.0119491,77.5293045,False,Low,Non-corridor,,40.7,19.0,5.0,1,Rajajinagar
FKID002373,unplanned,vehicle_breakdown,12.9601813,77.5564813,False,High,Mysore Road,,40.7,19.0,5.0,1,Chamarajpet
FKID002374,unplanned,congestion,13.078493,77.4281944,False,Low,Non-corridor,,71.5,20.0,5.0,1,No Police Station
FKID002375,unplanned,vehicle_breakdown,13.177835,77.6368417,False,High,Bellary Road 2,,40.7,20.0,5.0,1,Chikkajala
FKID002376,unplanned,construction,12.9244288,77.5803387,False,Low,Non-corridor,,1440.0,22.0,5.0,1,Jayanagara
FKID002377,unplanned,vehicle_breakdown,12.87043927,77.65311466,False,High,Hosur Road,,5.0,23.0,5.0,1,Electronic City
FKID002378,unplanned,vehicle_breakdown,12.9864603,77.5211997,False,High,Magadi Road,,64.3,23.0,5.0,1,Kamakshipalya
FKID002379,unplanned,vehicle_breakdown,12.89123888,77.63875445,False,High,Hosur Road,,40.7,22.0,5.0,1,HSR Layout
FKID002380,planned,construction,12.969728,77.7007284,False,High,ORR East 2,,1440.0,20.0,2.0,0,HAL Old Airport
FKID002381,unplanned,water_logging,13.0018428,77.5843292,False,High,Bellary Road 1,,1440.0,3.0,6.0,1,Sadashivanagar
FKID002382,unplanned,water_logging,12.993472,77.5714758,False,Low,Non-corridor,,1440.0,3.0,6.0,1,Malleshwaram
FKID002383,unplanned,others,13.0658946,77.6517394,False,Low,Non-corridor,,1440.0,5.0,6.0,1,Hennuru
FKID002384,unplanned,accident,13.0344357,77.5886854,False,High,Bellary Road 1,,40.0,4.0,6.0,1,Hebbala
FKID002385,unplanned,construction,12.983856,77.577635,False,Low,Non-corridor,,21.9,1.0,6.0,1,High ground
FKID002386,unplanned,vehicle_breakdown,12.9855766,77.5883309,False,High,Bellary Road 1,,40.7,20.0,2.0,0,High ground
FKID002387,unplanned,others,13.0046075,77.5839114,False,High,Bellary Road 1,,14.3,2.0,6.0,1,Sadashivanagar
FKID002388,unplanned,vehicle_breakdown,12.9242728,77.6289004,False,Low,Non-corridor,,50.1,4.0,6.0,1,Adugodi
FKID002389,unplanned,vehicle_breakdown,12.9608055,77.5837247,False,High,Mysore Road,,39.0,5.0,6.0,1,Halasuru Gate
FKID002390,unplanned,vehicle_breakdown,13.0403623,77.5179334,False,High,Tumkur Road,,40.7,6.0,6.0,1,Chikkabanavara
FKID002391,unplanned,vehicle_breakdown,13.0352838,77.5890301,False,High,Bellary Road 1,,40.7,7.0,6.0,1,Hebbala
FKID002392,unplanned,accident,13.0436163,77.5842162,False,High,ORR North 2,,40.0,21.0,2.0,0,Kodigehalli
FKID002393,unplanned,vehicle_breakdown,12.9879465,77.5770686,False,Low,Non-corridor,,40.7,19.0,2.0,0,Sheshadripuram
FKID002394,unplanned,accident,12.9166339,77.6069179,False,Low,Non-corridor,,40.0,20.0,2.0,0,Mico Layout
FKID002395,unplanned,water_logging,12.9498233,77.69933,False,High,ORR East 1,,1440.0,7.0,6.0,1,HAL Old Airport
FKID002396,unplanned,vehicle_breakdown,12.9996084,77.5837695,False,High,Bellary Road 1,,29.2,8.0,6.0,1,Sadashivanagar
FKID002397,unplanned,vehicle_breakdown,12.9583327,77.5541315,False,High,Mysore Road,,40.7,6.0,6.0,1,Magadi Road
FKID002398,unplanned,accident,13.1215829,77.6101747,False,High,Bellary Road 2,,40.0,7.0,6.0,1,Yelahanka
FKID002399,unplanned,accident,13.0115327,77.5545571,False,High,West of Chord Road,,40.0,8.0,6.0,1,Malleshwaram
FKID002400,unplanned,vehicle_breakdown,13.0223143,77.6485684,False,High,ORR North 1,,40.7,10.0,6.0,1,Hennuru
FKID002401,unplanned,vehicle_breakdown,12.912748,77.5588434,False,Low,Non-corridor,,84.4,23.0,2.0,0,K.S. Layout
FKID002402,unplanned,vehicle_breakdown,12.9823017,77.5942383,False,High,CBD 2,,40.7,8.0,6.0,1,Cubbon Park
FKID002403,unplanned,vehicle_breakdown,12.9355966,77.5128078,False,High,Mysore Road,,40.7,9.0,6.0,1,Jnanabharathi
FKID002404,unplanned,vehicle_breakdown,12.979504,77.5985573,False,High,CBD 2,,40.7,7.0,6.0,1,Cubbon Park
FKID002405,unplanned,vehicle_breakdown,12.9595489,77.7016722,False,High,Varthur Road,,40.7,23.0,2.0,0,HAL Old Airport
FKID002406,unplanned,others,12.9561108,77.6939527,False,High,Old Airport Road,,5.0,13.0,6.0,1,HAL Old Airport
FKID002407,unplanned,others,12.9738083,77.5504283,False,High,West of Chord Road,,452.1,,,0,Magadi Road
FKID002408,planned,public_event,12.9561458,77.6939553,False,High,Old Airport Road,,64.5,13.0,6.0,1,HAL Old Airport
FKID002409,planned,public_event,12.956161,77.6940295,False,High,Old Airport Road,,64.5,13.0,6.0,1,HAL Old Airport
FKID002410,planned,public_event,12.9562766,77.6940173,False,High,Old Airport Road,,64.5,13.0,6.0,1,HAL Old Airport
FKID002411,planned,public_event,12.9564768,77.6941351,False,High,Old Airport Road,,64.5,13.0,6.0,1,HAL Old Airport
FKID002412,unplanned,vehicle_breakdown,13.0085526,77.6963208,False,Low,Non-corridor,,40.7,12.0,6.0,1,K.R. Pura
FKID002413,unplanned,vehicle_breakdown,12.906651,77.6009742,False,High,Bannerghata Road,,40.7,21.0,2.0,0,J.P. Nagar
FKID002414,unplanned,vehicle_breakdown,13.030265,77.5376033,False,High,Tumkur Road,,12.0,23.0,2.0,0,Yeshwanthpura
FKID002415,unplanned,vehicle_breakdown,12.9674799,77.5881237,False,High,Mysore Road,,8.4,18.0,6.0,1,Halasuru Gate
FKID002416,planned,public_event,12.9561595,77.6939741,False,High,Old Airport Road,,64.5,13.0,6.0,1,HAL Old Airport
FKID002417,unplanned,vehicle_breakdown,12.9366109,77.518765,False,High,Mysore Road,,23.8,21.0,6.0,1,Byatarayanapura
FKID002418,unplanned,others,13.0452724,77.7494475,False,Low,Non-corridor,,1440.0,0.0,3.0,0,K.R. Pura
FKID002419,unplanned,pot_holes,13.033398,77.5690336,False,Low,Non-corridor,,1440.0,23.0,6.0,1,Sadashivanagar
FKID002420,unplanned,vehicle_breakdown,12.9504221,77.537437,False,High,West of Chord Road,,29.7,0.0,3.0,0,Byatarayanapura
FKID002421,unplanned,vehicle_breakdown,12.9592669,77.5555347,False,High,Mysore Road,,60.7,23.0,6.0,1,Chamarajpet
FKID002422,unplanned,vehicle_breakdown,13.021451,77.5314713,False,Low,Non-corridor,,40.7,22.0,2.0,0,Rajajinagar
FKID002423,unplanned,vehicle_breakdown,13.0443681,77.5087934,False,High,Tumkur Road,,40.7,23.0,2.0,0,Peenya
FKID002424,unplanned,pot_holes,12.9053338,77.6303169,False,High,Hosur Road,,1440.0,23.0,6.0,1,HSR Layout
FKID002425,unplanned,vehicle_breakdown,12.9677358,77.5926048,False,High,Mysore Road,,40.7,20.0,6.0,1,Halasuru Gate
FKID002426,unplanned,vehicle_breakdown,13.0309467,77.587015,False,High,Bellary Road 1,,40.7,20.0,6.0,1,Kodigehalli
FKID002427,unplanned,accident,13.0701255,77.5922792,False,High,Bellary Road 2,,40.0,4.0,0.0,0,Kodigehalli
FKID002428,unplanned,others,13.1611682,77.595828,False,Low,Non-corridor,,38.8,1.0,0.0,0,Chikkajala
FKID002429,unplanned,vehicle_breakdown,12.9227216,77.5434673,False,Low,Non-corridor,,57.3,0.0,0.0,0,Banashankari
FKID002430,unplanned,vehicle_breakdown,13.0384323,77.6256945,False,High,Hennur Main Road,,40.7,1.0,0.0,0,Hennuru
FKID002431,unplanned,vehicle_breakdown,13.0602175,77.5935431,False,High,Bellary Road 1,,40.7,0.0,0.0,0,Kodigehalli
FKID002432,unplanned,vehicle_breakdown,12.9766405,77.6013729,False,High,Old Madras Road,,40.7,20.0,6.0,1,Cubbon Park
FKID002433,unplanned,vehicle_breakdown,12.966418,77.6082732,False,High,Mysore Road,,40.7,1.0,0.0,0,Ashok Nagar
FKID002434,unplanned,others,12.95259479,77.54110281,False,High,Mysore Road,,6.8,1.0,3.0,0,Byatarayanapura
FKID002435,unplanned,vehicle_breakdown,12.9599609,77.5745574,False,Low,Non-corridor,,40.7,0.0,3.0,0,V.V.Puram (C.Pet)
FKID002436,unplanned,vehicle_breakdown,13.0702559,77.5926919,False,High,Bellary Road 2,,40.7,4.0,0.0,0,Kodigehalli
FKID002437,unplanned,vehicle_breakdown,12.9736658,77.5133989,False,Low,Non-corridor,,54.5,3.0,3.0,0,Jnanabharathi
FKID002438,unplanned,vehicle_breakdown,13.034825,77.628625,False,High,ORR North 1,,40.8,7.0,0.0,0,K.G. Halli
FKID002439,unplanned,vehicle_breakdown,12.967418,77.588269,False,High,Mysore Road,,90.2,7.0,0.0,0,Halasuru Gate
FKID002440,planned,public_event,13.0007295,77.5693615,False,Low,Non-corridor,,64.5,8.0,0.0,0,Malleshwaram
FKID002441,unplanned,vehicle_breakdown,12.9600313,77.5744891,False,Low,Non-corridor,,40.7,0.0,3.0,0,V.V.Puram (C.Pet)
FKID002442,unplanned,construction,13.0457678,77.7502019,False,Low,Non-corridor,,1440.0,3.0,3.0,0,K.R. Pura
FKID002443,unplanned,vehicle_breakdown,13.0387847,77.5206675,False,High,Tumkur Road,,40.7,6.0,0.0,0,Peenya
FKID002444,unplanned,vehicle_breakdown,13.0143908,77.5836271,False,High,Bellary Road 1,,86.8,5.0,3.0,0,Sadashivanagar
FKID002445,planned,public_event,13.02668698,77.53509982,False,Low,Non-corridor,,64.5,,,0,Yeshwanthpura
FKID002446,unplanned,vehicle_breakdown,12.9656183,77.7489031,False,Low,Non-corridor,,81.1,5.0,3.0,0,Whitefield
FKID002447,planned,construction,12.9424427,77.7473603,False,Low,Non-corridor,,1440.0,4.0,3.0,0,Whitefield
FKID002448,unplanned,vehicle_breakdown,12.9121114,77.6260189,False,High,Hosur Road,,40.7,7.0,0.0,0,HSR Layout
FKID002449,unplanned,vehicle_breakdown,13.0610784,77.4615127,False,Low,Non-corridor,,40.7,6.0,0.0,0,No Police Station
FKID002450,unplanned,vehicle_breakdown,13.048748,77.5492821,False,Low,Non-corridor,,8.9,9.0,0.0,0,Jalahalli
FKID002451,unplanned,accident,13.1212512,77.6104673,False,High,Bellary Road 2,,40.0,8.0,0.0,0,Yelahanka
FKID002452,unplanned,vehicle_breakdown,12.8526382,77.5884433,False,Low,Non-corridor,,40.7,6.0,0.0,0,Hulimavu
FKID002453,unplanned,vehicle_breakdown,12.9747008,77.5706582,True,Low,Non-corridor,,30.5,5.0,3.0,0,Chamarajpet
FKID002454,unplanned,vehicle_breakdown,12.9386197,77.5219954,False,High,Mysore Road,,40.7,19.0,0.0,0,Byatarayanapura
FKID002455,unplanned,vehicle_breakdown,12.9899456,77.5050229,False,High,Magadi Road,,67.6,6.0,3.0,0,Kamakshipalya
FKID002456,unplanned,water_logging,12.9632366,77.5891728,False,Low,Non-corridor,,5.0,20.0,0.0,0,Halasuru Gate
FKID002457,unplanned,vehicle_breakdown,13.0364192,77.5247759,False,High,Tumkur Road,,21.9,19.0,0.0,0,Peenya
FKID002458,unplanned,vehicle_breakdown,13.0186047,77.7071521,False,Low,Non-corridor,,31.7,19.0,0.0,0,K.R. Pura
FKID002459,unplanned,vehicle_breakdown,13.0407863,77.5178574,False,High,Tumkur Road,,40.7,20.0,0.0,0,Chikkabanavara
FKID002460,unplanned,vehicle_breakdown,12.9995843,77.6743103,False,Low,Non-corridor,,121.1,20.0,0.0,0,Banaswadi
FKID002461,unplanned,water_logging,12.9167593,77.5951407,False,Low,Non-corridor,,121.4,20.0,0.0,0,Jayanagara
FKID002462,unplanned,pot_holes,13.0005685,77.5839731,False,High,Bellary Road 1,,1440.0,19.0,0.0,0,Sadashivanagar
FKID002463,planned,construction,12.9694437,77.7006895,False,High,ORR East 2,,1440.0,21.0,0.0,0,HAL Old Airport
FKID002464,unplanned,vehicle_breakdown,12.9624489,77.5946026,False,High,Mysore Road,,40.7,4.0,3.0,0,Halasuru Gate
FKID002465,unplanned,vehicle_breakdown,12.9620776,77.5947155,False,Low,Non-corridor,,40.7,4.0,3.0,0,Ashok Nagar
FKID002466,unplanned,vehicle_breakdown,13.1247059,77.5743002,False,Low,Non-corridor,,55.1,6.0,3.0,0,Yelahanka
FKID002467,unplanned,vehicle_breakdown,12.9563033,77.5471671,False,High,Mysore Road,,9.4,6.0,3.0,0,Byatarayanapura
FKID002468,unplanned,congestion,13.0449799,77.5816081,False,High,ORR North 2,,71.5,3.0,3.0,0,Kodigehalli
FKID002469,unplanned,pot_holes,12.9807787,77.6028248,True,High,CBD 1,,1440.0,21.0,0.0,0,Shivajinagar
FKID002470,unplanned,vehicle_breakdown,12.8919266,77.5983469,False,High,Bannerghata Road,,40.7,6.0,3.0,0,J.P. Nagar
FKID002471,unplanned,vehicle_breakdown,13.0328676,77.5330108,False,High,Tumkur Road,,9.9,21.0,0.0,0,Yeshwanthpura
FKID002472,unplanned,vehicle_breakdown,13.0419935,77.5153312,False,High,Tumkur Road,,40.7,21.0,0.0,0,Peenya
FKID002473,unplanned,vehicle_breakdown,13.0191133,77.5396468,False,Low,Non-corridor,,40.7,5.0,3.0,0,Rajajinagar
FKID002474,unplanned,pot_holes,12.9807787,77.6028248,True,High,CBD 1,,45.1,21.0,0.0,0,Shivajinagar
FKID002475,unplanned,vehicle_breakdown,13.0389307,77.625055,False,High,Hennur Main Road,,39.9,22.0,0.0,0,K.G. Halli
FKID002476,unplanned,vehicle_breakdown,12.930687,77.5434701,False,High,ORR West 1,,47.1,7.0,3.0,0,Banashankari
FKID002477,unplanned,vehicle_breakdown,12.9639551,77.588634,False,High,Mysore Road,,43.9,7.0,3.0,0,Halasuru Gate
FKID002478,unplanned,accident,12.9210146,77.6205632,False,High,Hosur Road,,19.3,22.0,0.0,0,Madiwala
FKID002479,unplanned,vehicle_breakdown,13.0555567,77.5933147,False,High,Bellary Road 1,,40.7,6.0,3.0,0,Kodigehalli
FKID002480,unplanned,congestion,13.0413445,77.6224077,False,High,Hennur Main Road,,71.5,6.0,3.0,0,Hennuru
FKID002481,unplanned,vehicle_breakdown,13.0209793,77.5840805,False,High,Bellary Road 1,,26.2,23.0,0.0,0,Sadashivanagar
FKID002482,unplanned,vehicle_breakdown,12.9886292,77.5758557,False,Low,Non-corridor,,40.7,22.0,0.0,0,Sheshadripuram
FKID002483,planned,public_event,12.9757277,77.61296523,True,High,Old Madras Road,,64.5,,,0,Shivajinagar
FKID002484,unplanned,vehicle_breakdown,12.97418017,77.56631681,False,High,Magadi Road,,40.7,6.0,3.0,0,Magadi Road
FKID002485,unplanned,vehicle_breakdown,13.0077059,77.5922018,False,Low,Non-corridor,,40.7,6.0,3.0,0,R.T. Nagar
FKID002486,planned,construction,12.98324679,77.57715769,True,Low,Non-corridor,Central Zone 2,1440.0,,,0,High ground
FKID002487,unplanned,vehicle_breakdown,12.9801824,77.5725653,False,Low,Non-corridor,,40.7,1.0,1.0,0,Upparpet
FKID002488,unplanned,vehicle_breakdown,12.9558953,77.5459545,False,High,Mysore Road,,20.8,23.0,0.0,0,Byatarayanapura
FKID002489,unplanned,pot_holes,12.9427109,77.6224099,False,Low,Non-corridor,,1440.0,0.0,1.0,0,Adugodi
